step	loss_weak
39	0.577705979347229
79	0.5355119109153748
119	0.5144244432449341
159	0.4588971436023712
199	0.443463534116745
239	0.40336546301841736
279	0.37895649671554565
319	0.3735635280609131
359	0.3981950283050537
399	0.3560500144958496
439	0.36232805252075195
479	0.3481731712818146
519	0.3365912437438965
559	0.36060237884521484
599	0.3082112669944763
639	0.30525821447372437
679	0.3176215589046478
719	0.3574284315109253
759	0.2843208312988281
799	0.22931459546089172
839	0.237919881939888
879	0.2688060700893402
919	0.22463129460811615
959	0.19633619487285614
999	0.23237966001033783
1039	0.22123366594314575
1079	0.2076568752527237
1119	0.18595436215400696
1159	0.17831942439079285
1199	0.21486128866672516
1239	0.1845080852508545
1279	0.23127518594264984
1319	0.1906619668006897
1359	0.17148353159427643
1399	0.10724380612373352
1439	0.1155054122209549
1479	0.1460644155740738
1519	0.10712290555238724
1559	0.18449249863624573
1599	0.11616506427526474
1639	0.29924651980400085
1679	0.1350783407688141
1719	0.11609890311956406
1759	0.13158008456230164
1799	0.11247959733009338
1839	0.09079127758741379
1879	0.32344335317611694
1919	0.12038557976484299
1959	0.11613910645246506
1999	0.2867564857006073
2039	0.10705386847257614
2079	0.08104094117879868
2119	0.29505887627601624
2159	0.12105041742324829
2199	0.12441947311162949
2239	0.08088739216327667
2279	0.08445022255182266
2319	0.05340149998664856
2359	0.11585856229066849
2399	0.06529241800308228
2439	0.2760279178619385
2479	0.05524301901459694
2519	0.06210627779364586
2559	0.046949561685323715
2599	0.09181266278028488
2639	0.3262487053871155
2679	0.07122349739074707
2719	0.06866314262151718
2759	0.19505250453948975
2799	0.2167949080467224
2839	0.3166922628879547
2879	0.04457022622227669
2919	0.03852618858218193
2959	0.04101759195327759
2999	0.10308055579662323
3039	0.3022725582122803
3079	0.020641323179006577
3119	0.04903988167643547
3159	0.028776949271559715
3199	0.02017476223409176
3239	0.0411282517015934
3279	0.09753204137086868
3319	0.025378316640853882
3359	0.03625701367855072
3399	0.028385305777192116
3439	0.036841634660959244
3479	0.08937039971351624
3519	0.03238226845860481
3559	0.025985047221183777
3599	0.07158531993627548
3639	0.022803697735071182
3679	0.02387646958231926
3719	0.026573166251182556
3759	0.032449860125780106
3799	0.026920955628156662
3839	0.016360625624656677
3879	0.015043506398797035
3919	0.0946604311466217
3959	0.03301040083169937
3999	0.02834356389939785
4039	0.022726235911250114
4079	0.17316259443759918
4119	0.1563471406698227
4159	0.013204189948737621
4199	0.046060215681791306
4239	0.024591438472270966
4279	0.02028655633330345
4319	0.020120149478316307
4359	0.28015875816345215
4399	0.12557174265384674
4439	0.02595382183790207
4479	0.0417298898100853
4519	0.1554962545633316
4559	0.034575339406728745
4599	0.19705285131931305
4639	0.3190876841545105
4679	0.167893186211586
4719	0.022889841347932816
4759	0.12667791545391083
4799	0.3583734631538391
4839	0.014333642087876797
4879	0.126797616481781
4919	0.04248599335551262
4959	0.026944978162646294
4999	0.01832055300474167
5039	0.013971247710287571
5079	0.031565748155117035
5119	0.031754475086927414
5159	0.03102891892194748
5199	0.02903902716934681
5239	0.3437938988208771
5279	0.035775817930698395
5319	0.025645297020673752
5359	0.07430300116539001
5399	0.0245644673705101
5439	0.19460830092430115
5479	0.011865543201565742
5519	0.013579401187598705
5559	0.013384627178311348
5599	0.016769669950008392
5639	0.01542989257723093
5679	0.01945335976779461
5719	0.015813147649168968
5759	0.03322836384177208
5799	0.0323735773563385
5839	0.2773899734020233
5879	0.018558649346232414
