step	loss
39	0.5627866983413696
79	0.5190932154655457
119	0.47659018635749817
159	0.43259748816490173
199	0.38768649101257324
239	0.35566940903663635
279	0.3166629672050476
319	0.2980957627296448
359	0.28443893790245056
399	0.27905386686325073
439	0.2734927833080292
479	0.273965448141098
519	0.23868335783481598
559	0.2431185394525528
599	0.24074336886405945
639	0.2603957951068878
679	0.23994167149066925
719	0.22500382363796234
759	0.23546072840690613
799	0.20439252257347107
839	0.21057985723018646
879	0.2155524641275406
919	0.20116886496543884
959	0.21544738113880157
999	0.19183175265789032
1039	0.1989395171403885
1079	0.2090405821800232
1119	0.18128542602062225
1159	0.19322185218334198
1199	0.1921561062335968
1239	0.18317419290542603
1279	0.21077287197113037
1319	0.16871103644371033
1359	0.1448560655117035
1399	0.18388883769512177
1439	0.17218860983848572
1479	0.1462414711713791
1519	0.15856482088565826
1559	0.14525939524173737
1599	0.18455184996128082
1639	0.14738892018795013
1679	0.1316663771867752
1719	0.1634983867406845
1759	0.14002682268619537
1799	0.1316773146390915
1839	0.14071008563041687
1879	0.16616502404212952
1919	0.1683565080165863
1959	0.13400962948799133
1999	0.1924973428249359
2039	0.1568869650363922
2079	0.11865843087434769
2119	0.12764780223369598
2159	0.12376947700977325
2199	0.11351209133863449
2239	0.1582745760679245
2279	0.11190363019704819
2319	0.0935157984495163
2359	0.144346684217453
2399	0.09656982868909836
2439	0.1933288723230362
2479	0.11229781806468964
2519	0.08551864326000214
2559	0.16132153570652008
2599	0.09912583231925964
2639	0.07410052418708801
2679	0.11596649885177612
2719	0.0943043977022171
2759	0.17274494469165802
2799	0.20702625811100006
2839	0.1699150800704956
2879	0.22748829424381256
2919	0.18052156269550323
2959	0.07226039469242096
2999	0.1169738918542862
3039	0.20016686618328094
3079	0.22202828526496887
3119	0.08961836248636246
3159	0.07393156737089157
3199	0.13534463942050934
3239	0.06869320571422577
3279	0.13969776034355164
3319	0.10197989642620087
3359	0.206557959318161
3399	0.15459036827087402
3439	0.07863519340753555
3479	0.1253538578748703
3519	0.12991084158420563
3559	0.07820838689804077
3599	0.05893922969698906
3639	0.07971901446580887
3679	0.05686483904719353
3719	0.11338946968317032
3759	0.07625813037157059
3799	0.05589795112609863
3839	0.1170651763677597
3879	0.06349023431539536
3919	0.17476904392242432
3959	0.07210744172334671
3999	0.06536959856748581
4039	0.12224442511796951
4079	0.07347556203603745
4119	0.0979800671339035
4159	0.12190432846546173
4199	0.06710972636938095
4239	0.054038308560848236
4279	0.06707650423049927
4319	0.05516255646944046
4359	0.1480114758014679
4399	0.18906648457050323
4439	0.04547470435500145
4479	0.08126231282949448
4519	0.20092034339904785
4559	0.1289970427751541
4599	0.058266546577215195
4639	0.042963601648807526
4679	0.1040503978729248
4719	0.05400220677256584
4759	0.09798938035964966
4799	0.07146840542554855
4839	0.09607034176588058
4879	0.17405572533607483
4919	0.06077926233410835
4959	0.15057826042175293
4999	0.10437092185020447
5039	0.04792272299528122
5079	0.06737171858549118
5119	0.06967485696077347
5159	0.041732821613550186
5199	0.09608988463878632
5239	0.17354819178581238
5279	0.048235464841127396
5319	0.0979778990149498
5359	0.04185902327299118
5399	0.04217764735221863
5439	0.243185892701149
5479	0.050010424107313156
5519	0.12017430365085602
5559	0.15157653391361237
5599	0.03994450718164444
5639	0.0888947993516922
5679	0.05459978058934212
5719	0.03718592971563339
5759	0.045717623084783554
5799	0.03501582890748978
5839	0.2188810110092163
5879	0.051357515156269073
5919	0.03289541229605675
5959	0.07703416794538498
5999	0.0358307920396328
6039	0.033667080104351044
6079	0.045553091913461685
6119	0.03977971151471138
6159	0.0736437663435936
6199	0.0430559404194355
6239	0.03355975076556206
6279	0.17509643733501434
6319	0.039342883974313736
6359	0.03079582005739212
6399	0.04193998873233795
6439	0.07850427180528641
6479	0.0785878598690033
6519	0.03779580816626549
6559	0.034458745270967484
6599	0.1840963512659073
6639	0.036010559648275375
6679	0.08221564441919327
6719	0.034613266587257385
6759	0.03020590730011463
6799	0.07665524631738663
6839	0.037258341908454895
6879	0.034357212483882904
6919	0.050828613340854645
6959	0.036626312881708145
6999	0.10990499705076218
7039	0.18317581713199615
7079	0.03616340458393097
7119	0.16204102337360382
7159	0.03321342542767525
7199	0.029154649004340172
7239	0.052941758185625076
7279	0.029830574989318848
7319	0.06519255042076111
7359	0.034388504922389984
7399	0.030878394842147827
7439	0.06292944401502609
7479	0.02995615452528
7519	0.036229826509952545
7559	0.03409373015165329
7599	0.0509411096572876
7639	0.08193205296993256
7679	0.041953880339860916
7719	0.023831047117710114
7759	0.11404366791248322
7799	0.031617842614650726
7839	0.025533145293593407
7879	0.030799906700849533
7919	0.02555353194475174
7959	0.21992506086826324
7999	0.027080923318862915
8039	0.028541607782244682
8079	0.07761231809854507
8119	0.03211038187146187
8159	0.06635017693042755
8199	0.08713135868310928
8239	0.03331479802727699
8279	0.05429212376475334
8319	0.03196419030427933
8359	0.04443484544754028
8399	0.05924375355243683
8439	0.029890110716223717
8479	0.06133455038070679
8519	0.031887222081422806
8559	0.07294373959302902
8599	0.15902042388916016
8639	0.027559682726860046
8679	0.0805635154247284
8719	0.05538560822606087
8759	0.024240396916866302
8799	0.1593533307313919
8839	0.023802949115633965
8879	0.02242334932088852
8919	0.1832733452320099
8959	0.02922285906970501
8999	0.029164256528019905
9039	0.15637847781181335
9079	0.06775768846273422
9119	0.09682029485702515
9159	0.07320257276296616
9199	0.17806263267993927
9239	0.14676755666732788
9279	0.02597086876630783
9319	0.09959536045789719
9359	0.1452883929014206
9399	0.09579453617334366
9439	0.18982714414596558
9479	0.10789764672517776
9519	0.02375708520412445
9559	0.0721135213971138
9599	0.0967407152056694
9639	0.01952739991247654
9679	0.17679618299007416
9719	0.020155340433120728
9759	0.062290117144584656
9799	0.024585137143731117
9839	0.019740747287869453
9879	0.05123785510659218
9919	0.027706695720553398
9959	0.15601804852485657
9999	0.030210060998797417
10039	0.19747063517570496
10079	0.21590052545070648
10119	0.023312389850616455
10159	0.15577970445156097
10199	0.04863044619560242
10239	0.021334147080779076
10279	0.019581792876124382
10319	0.15064358711242676
10359	0.14101435244083405
10399	0.10978952050209045
10439	0.02170349843800068
10479	0.02193532884120941
10519	0.05161562189459801
10559	0.023867281153798103
10599	0.02465236186981201
