step	loss_strong
39	0.5626971125602722
79	0.521912157535553
119	0.47653627395629883
159	0.42912402749061584
199	0.380057692527771
239	0.31619831919670105
279	0.30602484941482544
319	0.27353745698928833
359	0.27088096737861633
399	0.2640003263950348
439	0.26548174023628235
479	0.25892311334609985
519	0.2496069073677063
559	0.25141799449920654
599	0.21612441539764404
639	0.21444866061210632
679	0.22233305871486664
719	0.2912987470626831
759	0.24104255437850952
799	0.19438369572162628
839	0.2100553661584854
879	0.21670274436473846
919	0.18032152950763702
959	0.17895807325839996
999	0.20392975211143494
1039	0.18551893532276154
1079	0.2285703867673874
1119	0.17876853048801422
1159	0.17903003096580505
1199	0.17974704504013062
1239	0.24181212484836578
1279	0.18521393835544586
1319	0.1448974907398224
1359	0.16519373655319214
1399	0.26456689834594727
1439	0.17429082095623016
1479	0.14540258049964905
1519	0.13143256306648254
1559	0.15083220601081848
1599	0.24364028871059418
1639	0.20566272735595703
1679	0.21395091712474823
1719	0.12047390639781952
1759	0.14945878088474274
1799	0.1533183753490448
1839	0.1699894666671753
1879	0.18478862941265106
1919	0.11013975739479065
1959	0.15233823657035828
1999	0.16737046837806702
2039	0.14569009840488434
2079	0.19174018502235413
2119	0.19423912465572357
2159	0.11547952145338058
2199	0.18109895288944244
2239	0.14399227499961853
2279	0.10565882176160812
2319	0.11444652825593948
2359	0.2123638391494751
2399	0.11780425161123276
2439	0.17366991937160492
2479	0.1484660804271698
2519	0.08661651611328125
2559	0.1346844732761383
2599	0.13631151616573334
2639	0.16725346446037292
2679	0.12432694435119629
2719	0.13150367140769958
2759	0.1816130131483078
2799	0.19551146030426025
2839	0.16837634146213531
2879	0.11911870539188385
2919	0.16787157952785492
2959	0.15600557625293732
2999	0.19340816140174866
3039	0.1451372355222702
3079	0.1498810052871704
3119	0.10861836373806
3159	0.1400914341211319
3199	0.1209278553724289
3239	0.18697389960289001
3279	0.09423372894525528
3319	0.12741097807884216
3359	0.12060248106718063
3399	0.11161293089389801
3439	0.11578840762376785
3479	0.16053463518619537
3519	0.09896650910377502
3559	0.08686695247888565
3599	0.1110161691904068
3639	0.13077957928180695
3679	0.11705077439546585
3719	0.1064663678407669
3759	0.1218758225440979
3799	0.13001559674739838
3839	0.09883227944374084
3879	0.20384269952774048
3919	0.09088610112667084
3959	0.07957684248685837
3999	0.10627232491970062
4039	0.10590046644210815
4079	0.13903270661830902
4119	0.08910201489925385
4159	0.08074966818094254
4199	0.1166362389922142
4239	0.24844132363796234
4279	0.0887937918305397
4319	0.19235137104988098
4359	0.1191452369093895
4399	0.1178271695971489
4439	0.1318034529685974
4479	0.08114442229270935
4519	0.079765185713768
4559	0.08817892521619797
4599	0.10836891084909439
4639	0.28332775831222534
4679	0.06956291198730469
4719	0.08908193558454514
4759	0.1163102462887764
4799	0.12014975398778915
4839	0.23954425752162933
4879	0.0910944789648056
4919	0.09028737246990204
4959	0.09822837263345718
4999	0.20648467540740967
5039	0.07863344997167587
5079	0.12339209765195847
5119	0.09949484467506409
5159	0.14468760788440704
5199	0.1223524734377861
5239	0.20655326545238495
5279	0.09859143942594528
5319	0.09711172431707382
5359	0.14857767522335052
5399	0.1085125058889389
5439	0.0878869965672493
5479	0.21167168021202087
5519	0.1819078028202057
5559	0.20273272693157196
5599	0.08807922154664993
5639	0.08477383106946945
5679	0.09036532044410706
5719	0.07827498018741608
5759	0.1027643084526062
5799	0.07846251130104065
5839	0.11153370887041092
5879	0.1245330274105072
5919	0.1286916434764862
5959	0.09577178955078125
5999	0.15354880690574646
6039	0.0716574564576149
6079	0.10218291729688644
6119	0.07822734862565994
6159	0.10796938836574554
6199	0.09679799526929855
6239	0.08722531050443649
6279	0.1133323460817337
6319	0.07170023024082184
6359	0.12009920179843903
6399	0.06499218940734863
6439	0.20912976562976837
6479	0.12932536005973816
6519	0.10658438503742218
6559	0.06076454743742943
6599	0.08122234791517258
6639	0.07890702039003372
6679	0.0854310393333435
6719	0.1061195433139801
6759	0.06721927970647812
6799	0.055436067283153534
6839	0.20445100963115692
6879	0.06536345183849335
6919	0.07946087419986725
6959	0.0966765359044075
6999	0.07440247386693954
7039	0.09135206043720245
7079	0.10826762765645981
7119	0.08638858795166016
7159	0.06625299155712128
7199	0.06613558530807495
7239	0.10914582014083862
7279	0.05995740368962288
7319	0.08776810020208359
7359	0.10267365723848343
7399	0.2054421305656433
7439	0.16553375124931335
7479	0.06782948970794678
7519	0.05718879774212837
7559	0.07941891998052597
7599	0.09785415232181549
7639	0.06413578242063522
7679	0.0768112912774086
7719	0.05744589492678642
7759	0.06720586866140366
7799	0.052951835095882416
7839	0.09275433421134949
7879	0.1068182960152626
7919	0.06766299903392792
7959	0.09986734390258789
7999	0.06765568256378174
8039	0.0706462413072586
8079	0.19810150563716888
8119	0.08535159379243851
8159	0.12556003034114838
8199	0.2148820459842682
8239	0.11790908873081207
8279	0.056005802005529404
