step	loss_strong
8319	0.13347233831882477
8359	0.13792064785957336
8399	0.08311004936695099
8439	0.05582060292363167
8479	0.2199930101633072
8519	0.18461084365844727
8559	0.11465651541948318
8599	0.09283139556646347
8639	0.10262622684240341
8679	0.10487131029367447
8719	0.08728385716676712
8759	0.04399798437952995
8799	0.17053309082984924
8839	0.07032687962055206
8879	0.11292330920696259
8919	0.060342077165842056
8959	0.06422114372253418
8999	0.11576063930988312
9039	0.1611669510602951
9079	0.14142002165317535
9119	0.20387236773967743
9159	0.23683400452136993
9199	0.07342146337032318
9239	0.07014340162277222
9279	0.066492959856987
9319	0.174319788813591
9359	0.07057042419910431
9399	0.13523399829864502
9439	0.09106918424367905
9479	0.17084954679012299
9519	0.07229508459568024
9559	0.07660441100597382
9599	0.07607738673686981
9639	0.08059785515069962
9679	0.08314008265733719
9719	0.07594700902700424
9759	0.06993823498487473
9799	0.05752510204911232
9839	0.06954430043697357
9879	0.05910516902804375
9919	0.09834485501050949
9959	0.21806025505065918
9999	0.20003414154052734
10039	0.08093345165252686
10079	0.06360722333192825
10119	0.05204218253493309
10159	0.09786438196897507
10199	0.0647159069776535
10239	0.08980065584182739
10279	0.06231002137064934
10319	0.06454725563526154
10359	0.06069087237119675
10399	0.06351938843727112
10439	0.0756881982088089
10479	0.053998079150915146
10519	0.07810989022254944
10559	0.05854703113436699
10599	0.07719270139932632
10639	0.05705160275101662
10679	0.04361554607748985
10719	0.05904673412442207
10759	0.06837379187345505
10799	0.05005084350705147
10839	0.13280701637268066
10879	0.06103937700390816
10919	0.06578188389539719
10959	0.06395421922206879
10999	0.07906763255596161
11039	0.06504925340414047
11079	0.0852731242775917
11119	0.07645107060670853
11159	0.053098440170288086
11199	0.11297304928302765
11239	0.08034137636423111
11279	0.14240823686122894
11319	0.05960295721888542
11359	0.06165512278676033
11399	0.1808873414993286
11439	0.04853508993983269
11479	0.04941793531179428
11519	0.07088755071163177
11559	0.04927081614732742
11599	0.05965384095907211
11639	0.13059793412685394
11679	0.06556322425603867
11719	0.10050307214260101
11759	0.06823210418224335
11799	0.05985254421830177
