step	loss_weak
5439	0.1991831213235855
5479	0.01393454521894455
5519	0.01625162735581398
5559	0.02371458150446415
5599	0.013287395238876343
5639	0.012517202645540237
5679	0.01803497225046158
5719	0.018091782927513123
5759	0.016103127971291542
5799	0.013451073318719864
5839	0.28995242714881897
5879	0.012820369563996792
5919	0.01396184042096138
5959	0.008925793692469597
5999	0.26461541652679443
6039	0.3407871723175049
6079	0.011568250134587288
6119	0.010626459494233131
6159	0.2979142367839813
6199	0.1296232044696808
6239	0.010271760635077953
6279	0.015124551951885223
6319	0.010706987231969833
6359	0.009051760658621788
6399	0.012685746885836124
6439	0.012620109133422375
6479	0.03366098925471306
6519	0.014588577672839165
6559	0.011120783165097237
6599	0.01729484088718891
6639	0.010647067800164223
6679	0.010225583799183369
6719	0.009578092955052853
6759	0.009759189561009407
6799	0.3280816972255707
6839	0.016327377408742905
6879	0.009629636071622372
6919	0.009666765108704567
6959	0.018099475651979446
6999	0.018135350197553635
7039	0.33134984970092773
7079	0.009558740071952343
7119	0.19866040349006653
7159	0.009439714252948761
7199	0.009068917483091354
7239	0.009326541796326637
7279	0.010199280455708504
7319	0.010098940692842007
7359	0.008794819936156273
7399	0.22453202307224274
7439	0.020502936094999313
7479	0.010837378911674023
7519	0.01868293806910515
7559	0.008309522643685341
7599	0.21866397559642792
7639	0.011751691810786724
7679	0.00996261928230524
7719	0.017335569486021996
7759	0.016437150537967682
7799	0.009429263882339
7839	0.008259802125394344
7879	0.07038366794586182
7919	0.009787690825760365
7959	0.04453021287918091
7999	0.007871070876717567
8039	0.020098384469747543
8079	0.00963662937283516
8119	0.00872507132589817
8159	0.007221216335892677
8199	0.21613462269306183
8239	0.16694702208042145
8279	0.008749520406126976
8319	0.12231764197349548
8359	0.008471586741507053
8399	0.009329695254564285
8439	0.3354734480381012
8479	0.2832263708114624
8519	0.008767198771238327
8559	0.008699002675712109
8599	0.26423680782318115
8639	0.007179910782724619
8679	0.00911735463887453
8719	0.26828309893608093
8759	0.008554327301681042
8799	0.00806940346956253
8839	0.006621796637773514
8879	0.05384688824415207
8919	0.1299908310174942
8959	0.007967679761350155
8999	0.02292724698781967
9039	0.007540696766227484
9079	0.006461231037974358
9119	0.3042451739311218
9159	0.033176884055137634
9199	0.2060910016298294
9239	0.2799111604690552
9279	0.2414848506450653
9319	0.38476911187171936
9359	0.10512363910675049
9399	0.315573126077652
9439	0.007132494822144508
9479	0.0064043221063911915
9519	0.006647493690252304
9559	0.01205135602504015
9599	0.0076189832761883736
9639	0.007362415548413992
9679	0.012459640391170979
9719	0.009657386690378189
9759	0.17791113257408142
9799	0.19045862555503845
9839	0.006240108981728554
9879	0.006884906906634569
9919	0.006587661802768707
9959	0.0064748739823699
9999	0.1624033898115158
10039	0.006138503085821867
10079	0.007844343781471252
10119	0.04256220906972885
10159	0.03395851328969002
10199	0.005943007301539183
10239	0.2631487548351288
10279	0.2846319377422333
10319	0.039059512317180634
10359	0.17632251977920532
10399	0.008001554757356644
10439	0.005654779262840748
10479	0.0065702698193490505
10519	0.0071084145456552505
10559	0.005888381507247686
10599	0.19285757839679718
10639	0.00816757045686245
10679	0.006591190584003925
10719	0.005331971682608128
10759	0.007359281647950411
10799	0.006769915111362934
10839	0.1537788212299347
10879	0.005999155342578888
10919	0.00502030597999692
10959	0.005621746648102999
10999	0.006656245794147253
11039	0.00701078400015831
11079	0.005169731564819813
11119	0.1429823338985443
11159	0.27228349447250366
11199	0.006465362850576639
11239	0.006275583524256945
11279	0.018849480897188187
11319	0.00493533443659544
11359	0.017031384631991386
11399	0.23997199535369873
11439	0.005277817137539387
11479	0.0057158153504133224
11519	0.005270565859973431
11559	0.0052968584932386875
11599	0.006381649989634752
11639	0.0786769688129425
11679	0.01083516888320446
11719	0.05180298909544945
11759	0.005955384112894535
11799	0.004881661385297775
