step	loss_strong
39	0.586417555809021
79	0.5663498044013977
119	0.5447512269020081
159	0.5215528607368469
199	0.4979556202888489
239	0.4558214545249939
279	0.43990880250930786
319	0.4111483693122864
359	0.3980942666530609
399	0.37934786081314087
439	0.36835524439811707
479	0.3552890419960022
519	0.34180861711502075
559	0.3340355157852173
599	0.31578466296195984
639	0.2879258990287781
679	0.303297221660614
719	0.3381687104701996
759	0.299635112285614
799	0.27621719241142273
839	0.2865041196346283
879	0.2826376259326935
919	0.2600342631340027
959	0.2601372301578522
999	0.26407819986343384
1039	0.24185800552368164
1079	0.2687472701072693
1119	0.2543574273586273
1159	0.2277059108018875
1199	0.24357371032238007
1239	0.26821425557136536
1279	0.23417411744594574
1319	0.19391871988773346
1359	0.2196495532989502
1399	0.2729070484638214
1439	0.22241854667663574
1479	0.19816628098487854
1519	0.17293818295001984
1559	0.1830107867717743
1599	0.26064595580101013
1639	0.23780198395252228
1679	0.23240450024604797
1719	0.1642330139875412
1759	0.16807283461093903
1799	0.1896822452545166
1839	0.20629361271858215
1879	0.20855236053466797
1919	0.15186192095279694
1959	0.173721581697464
1999	0.19363075494766235
2039	0.1740054339170456
2079	0.22038224339485168
2119	0.19786468148231506
2159	0.13048413395881653
2199	0.19220715761184692
2239	0.1581665277481079
2279	0.1346660554409027
2319	0.13710109889507294
2359	0.22266918420791626
2399	0.13116687536239624
2439	0.19975754618644714
2479	0.16315965354442596
2519	0.11447663605213165
2559	0.14418789744377136
2599	0.1518339216709137
2639	0.17635422945022583
2679	0.1488875448703766
2719	0.1495295763015747
2759	0.1858711689710617
2799	0.19527803361415863
2839	0.16093814373016357
2879	0.13149265944957733
2919	0.17378775775432587
2959	0.19512496888637543
2999	0.18816106021404266
3039	0.13728591799736023
3079	0.15216857194900513
3119	0.1278090626001358
3159	0.15150949358940125
3199	0.14257410168647766
3239	0.1636769026517868
3279	0.10895577818155289
3319	0.13983774185180664
3359	0.13794350624084473
3399	0.1307734102010727
3439	0.12448849529027939
3479	0.13940948247909546
3519	0.10747939348220825
3559	0.0900457575917244
3599	0.12124945223331451
3639	0.12823869287967682
3679	0.12518799304962158
3719	0.10940144956111908
3759	0.11215730011463165
3799	0.13251787424087524
3839	0.09934385120868683
3879	0.2039492428302765
3919	0.09516631811857224
3959	0.07821651548147202
3999	0.11327405273914337
4039	0.10067273676395416
4079	0.13579493761062622
4119	0.09606077522039413
4159	0.06564623862504959
4199	0.12834593653678894
4239	0.24281679093837738
4279	0.08813405781984329
4319	0.16239267587661743
4359	0.10604063421487808
4399	0.14463478326797485
4439	0.1267177015542984
4479	0.082657091319561
4519	0.09322755038738251
4559	0.09605206549167633
4599	0.12803319096565247
4639	0.28507518768310547
4679	0.0609014518558979
4719	0.09251951426267624
4759	0.11696314066648483
4799	0.11029104888439178
4839	0.24068497121334076
4879	0.08441829681396484
4919	0.08198291808366776
4959	0.11201685667037964
4999	0.18366941809654236
5039	0.07585261017084122
5079	0.12273004651069641
5119	0.09740307927131653
5159	0.13632424175739288
5199	0.11992453783750534
5239	0.20095562934875488
5279	0.09543869644403458
5319	0.07923766225576401
5359	0.13447342813014984
5399	0.08658602088689804
5439	0.08686058968305588
5479	0.21201029419898987
5519	0.17838244140148163
